,Unnamed: 0,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Cabin,gender,southhampton,cherbourgh,queenstown
77,77,78,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
78,78,79,1,2,0.83,0,2,29.0,0,1,1,0,0
79,79,80,1,3,30.0,0,0,12.475,0,0,1,0,0
80,80,81,0,3,22.0,0,0,9.0,0,1,1,0,0
81,81,82,1,3,29.0,0,0,9.5,0,1,1,0,0
82,82,83,1,3,28.343689655172412,0,0,7.7875,0,0,0,0,1
83,83,84,0,1,28.0,0,0,47.1,0,1,1,0,0
84,84,85,1,2,17.0,0,0,10.5,0,0,1,0,0
85,85,86,1,3,33.0,3,0,15.85,0,0,1,0,0
86,86,87,0,3,16.0,1,3,34.375,0,1,1,0,0
87,87,88,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
88,88,89,1,1,23.0,3,2,263.0,C23 C25 C27,0,1,0,0
89,89,90,0,3,24.0,0,0,8.05,0,1,1,0,0
90,90,91,0,3,29.0,0,0,8.05,0,1,1,0,0
91,91,92,0,3,20.0,0,0,7.8542,0,1,1,0,0
92,92,93,0,1,46.0,1,0,61.175,E31,1,1,0,0
93,93,94,0,3,26.0,1,2,20.575,0,1,1,0,0
94,94,95,0,3,59.0,0,0,7.25,0,1,1,0,0
95,95,96,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
96,96,97,0,1,71.0,0,0,34.6542,A5,1,0,1,0
97,97,98,1,1,23.0,0,1,63.3583,D10 D12,1,0,1,0
98,98,99,1,2,34.0,0,1,23.0,0,0,1,0,0
99,99,100,0,2,34.0,1,0,26.0,0,1,1,0,0
100,100,101,0,3,28.0,0,0,7.8958,0,0,1,0,0
101,101,102,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
102,102,103,0,1,21.0,0,1,77.2875,D26,1,1,0,0
103,103,104,0,3,33.0,0,0,8.6542,0,1,1,0,0
104,104,105,0,3,37.0,2,0,7.925,0,1,1,0,0
105,105,106,0,3,28.0,0,0,7.8958,0,1,1,0,0
106,106,107,1,3,21.0,0,0,7.65,0,0,1,0,0
107,107,108,1,3,28.343689655172412,0,0,7.775,0,1,1,0,0
108,108,109,0,3,38.0,0,0,7.8958,0,1,1,0,0
109,109,110,1,3,28.343689655172412,1,0,24.15,0,0,0,0,1
110,110,111,0,1,47.0,0,0,52.0,C110,1,1,0,0
111,111,112,0,3,14.5,1,0,14.4542,0,0,0,1,0
112,112,113,0,3,22.0,0,0,8.05,0,1,1,0,0
113,113,114,0,3,20.0,1,0,9.825,0,0,1,0,0
114,114,115,0,3,17.0,0,0,14.4583,0,0,0,1,0
115,115,116,0,3,21.0,0,0,7.925,0,1,1,0,0
116,116,117,0,3,70.5,0,0,7.75,0,1,0,0,1
117,117,118,0,2,29.0,1,0,21.0,0,1,1,0,0
118,118,119,0,1,24.0,0,1,247.5208,B58 B60,1,0,1,0
119,119,120,0,3,2.0,4,2,31.275,0,0,1,0,0
120,120,121,0,2,21.0,2,0,73.5,0,1,1,0,0
121,121,122,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
122,122,123,0,2,32.5,1,0,30.0708,0,1,0,1,0
123,123,124,1,2,32.5,0,0,13.0,E101,0,1,0,0
124,124,125,0,1,54.0,0,1,77.2875,D26,1,1,0,0
125,125,126,1,3,12.0,1,0,11.2417,0,1,0,1,0
126,126,127,0,3,28.343689655172412,0,0,7.75,0,1,0,0,1
127,127,128,1,3,24.0,0,0,7.1417,0,1,1,0,0
128,128,129,1,3,28.343689655172412,1,1,22.3583,F E69,0,0,1,0
129,129,130,0,3,45.0,0,0,6.975,0,1,1,0,0
130,130,131,0,3,33.0,0,0,7.8958,0,1,0,1,0
131,131,132,0,3,20.0,0,0,7.05,0,1,1,0,0
132,132,133,0,3,47.0,1,0,14.5,0,0,1,0,0
133,133,134,1,2,29.0,1,0,26.0,0,0,1,0,0
134,134,135,0,2,25.0,0,0,13.0,0,1,1,0,0
135,135,136,0,2,23.0,0,0,15.0458,0,1,0,1,0
136,136,137,1,1,19.0,0,2,26.2833,D47,0,1,0,0
137,137,138,0,1,37.0,1,0,53.1,C123,1,1,0,0
138,138,139,0,3,16.0,0,0,9.2167,0,1,1,0,0
139,139,140,0,1,24.0,0,0,79.2,B86,1,0,1,0
140,140,141,0,3,28.343689655172412,0,2,15.2458,0,0,0,1,0
141,141,142,1,3,22.0,0,0,7.75,0,0,1,0,0
142,142,143,1,3,24.0,1,0,15.85,0,0,1,0,0
143,143,144,0,3,19.0,0,0,6.75,0,1,0,0,1
144,144,145,0,2,18.0,0,0,11.5,0,1,1,0,0
145,145,146,0,2,19.0,1,1,36.75,0,1,1,0,0
146,146,147,1,3,27.0,0,0,7.7958,0,1,1,0,0
147,147,148,0,3,9.0,2,2,34.375,0,0,1,0,0
148,148,149,0,2,36.5,0,2,26.0,F2,1,1,0,0
149,149,150,0,2,42.0,0,0,13.0,0,1,1,0,0
150,150,151,0,2,51.0,0,0,12.525,0,1,1,0,0
151,151,152,1,1,22.0,1,0,66.6,C2,0,1,0,0
152,152,153,0,3,55.5,0,0,8.05,0,1,1,0,0
153,153,154,0,3,40.5,0,2,14.5,0,1,1,0,0
154,154,155,0,3,28.343689655172412,0,0,7.3125,0,1,1,0,0
155,155,156,0,1,51.0,0,1,61.3792,0,1,0,1,0
156,156,157,1,3,16.0,0,0,7.7333,0,0,0,0,1
157,157,158,0,3,30.0,0,0,8.05,0,1,1,0,0
158,158,159,0,3,28.343689655172412,0,0,8.6625,0,1,1,0,0
159,159,160,0,3,28.343689655172412,8,2,69.55,0,1,1,0,0
160,160,161,0,3,44.0,0,1,16.1,0,1,1,0,0
161,161,162,1,2,40.0,0,0,15.75,0,0,1,0,0
162,162,163,0,3,26.0,0,0,7.775,0,1,1,0,0
163,163,164,0,3,17.0,0,0,8.6625,0,1,1,0,0
164,164,165,0,3,1.0,4,1,39.6875,0,1,1,0,0
165,165,166,1,3,9.0,0,2,20.525,0,1,1,0,0
166,166,167,1,1,28.343689655172412,0,1,55.0,E33,0,1,0,0
167,167,168,0,3,45.0,1,4,27.9,0,0,1,0,0
168,168,169,0,1,28.343689655172412,0,0,25.925,0,1,1,0,0
169,169,170,0,3,28.0,0,0,56.4958,0,1,1,0,0
170,170,171,0,1,61.0,0,0,33.5,B19,1,1,0,0
171,171,172,0,3,4.0,4,1,29.125,0,1,0,0,1
172,172,173,1,3,1.0,1,1,11.1333,0,0,1,0,0
173,173,174,0,3,21.0,0,0,7.925,0,1,1,0,0
174,174,175,0,1,56.0,0,0,30.6958,A7,1,0,1,0
175,175,176,0,3,18.0,1,1,7.8542,0,1,1,0,0
176,176,177,0,3,28.343689655172412,3,1,25.4667,0,1,1,0,0
177,177,178,0,1,50.0,0,0,28.7125,C49,0,0,1,0
178,178,179,0,2,30.0,0,0,13.0,0,1,1,0,0
179,179,180,0,3,36.0,0,0,0.0,0,1,1,0,0
180,180,181,0,3,28.343689655172412,8,2,69.55,0,0,1,0,0
181,181,182,0,2,28.343689655172412,0,0,15.05,0,1,0,1,0
182,182,183,0,3,9.0,4,2,31.3875,0,1,1,0,0
183,183,184,1,2,1.0,2,1,39.0,F4,1,1,0,0
184,184,185,1,3,4.0,0,2,22.025,0,0,1,0,0
185,185,186,0,1,28.343689655172412,0,0,50.0,A32,1,1,0,0
186,186,187,1,3,28.343689655172412,1,0,15.5,0,0,0,0,1
187,187,188,1,1,45.0,0,0,26.55,0,1,1,0,0
188,188,189,0,3,40.0,1,1,15.5,0,1,0,0,1
189,189,190,0,3,36.0,0,0,7.8958,0,1,1,0,0
190,190,191,1,2,32.0,0,0,13.0,0,0,1,0,0
191,191,192,0,2,19.0,0,0,13.0,0,1,1,0,0
192,192,193,1,3,19.0,1,0,7.8542,0,0,1,0,0
193,193,194,1,2,3.0,1,1,26.0,F2,1,1,0,0
194,194,195,1,1,44.0,0,0,27.7208,B4,0,0,1,0
195,195,196,1,1,58.0,0,0,146.5208,B80,0,0,1,0
196,196,197,0,3,28.343689655172412,0,0,7.75,0,1,0,0,1
197,197,198,0,3,42.0,0,1,8.4042,0,1,1,0,0
198,198,199,1,3,28.343689655172412,0,0,7.75,0,0,0,0,1
199,199,200,0,2,24.0,0,0,13.0,0,0,1,0,0
200,200,201,0,3,28.0,0,0,9.5,0,1,1,0,0
201,201,202,0,3,28.343689655172412,8,2,69.55,0,1,1,0,0
202,202,203,0,3,34.0,0,0,6.4958,0,1,1,0,0
203,203,204,0,3,45.5,0,0,7.225,0,1,0,1,0
204,204,205,1,3,18.0,0,0,8.05,0,1,1,0,0
205,205,206,0,3,2.0,0,1,10.4625,G6,0,1,0,0
206,206,207,0,3,32.0,1,0,15.85,0,1,1,0,0
207,207,208,1,3,26.0,0,0,18.7875,0,1,0,1,0
208,208,209,1,3,16.0,0,0,7.75,0,0,0,0,1
209,209,210,1,1,40.0,0,0,31.0,A31,1,0,1,0
210,210,211,0,3,24.0,0,0,7.05,0,1,1,0,0
211,211,212,1,2,35.0,0,0,21.0,0,0,1,0,0
212,212,213,0,3,22.0,0,0,7.25,0,1,1,0,0
213,213,214,0,2,30.0,0,0,13.0,0,1,1,0,0
214,214,215,0,3,28.343689655172412,1,0,7.75,0,1,0,0,1
215,215,216,1,1,31.0,1,0,113.275,D36,0,0,1,0
216,216,217,1,3,27.0,0,0,7.925,0,0,1,0,0
217,217,218,0,2,42.0,1,0,27.0,0,1,1,0,0
218,218,219,1,1,32.0,0,0,76.2917,D15,0,0,1,0
219,219,220,0,2,30.0,0,0,10.5,0,1,1,0,0
220,220,221,1,3,16.0,0,0,8.05,0,1,1,0,0
221,221,222,0,2,27.0,0,0,13.0,0,1,1,0,0
222,222,223,0,3,51.0,0,0,8.05,0,1,1,0,0
223,223,224,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
224,224,225,1,1,38.0,1,0,90.0,C93,1,1,0,0
225,225,226,0,3,22.0,0,0,9.35,0,1,1,0,0
226,226,227,1,2,19.0,0,0,10.5,0,1,1,0,0
227,227,228,0,3,20.5,0,0,7.25,0,1,1,0,0
228,228,229,0,2,18.0,0,0,13.0,0,1,1,0,0
229,229,230,0,3,28.343689655172412,3,1,25.4667,0,0,1,0,0
230,230,231,1,1,35.0,1,0,83.475,C83,0,1,0,0
231,231,232,0,3,29.0,0,0,7.775,0,1,1,0,0
232,232,233,0,2,59.0,0,0,13.5,0,1,1,0,0
233,233,234,1,3,5.0,4,2,31.3875,0,0,1,0,0
234,234,235,0,2,24.0,0,0,10.5,0,1,1,0,0
235,235,236,0,3,28.343689655172412,0,0,7.55,0,0,1,0,0
236,236,237,0,2,44.0,1,0,26.0,0,1,1,0,0
237,237,238,1,2,8.0,0,2,26.25,0,0,1,0,0
238,238,239,0,2,19.0,0,0,10.5,0,1,1,0,0
239,239,240,0,2,33.0,0,0,12.275,0,1,1,0,0
240,240,241,0,3,28.343689655172412,1,0,14.4542,0,0,0,1,0
241,241,242,1,3,28.343689655172412,1,0,15.5,0,0,0,0,1
242,242,243,0,2,29.0,0,0,10.5,0,1,1,0,0
243,243,244,0,3,22.0,0,0,7.125,0,1,1,0,0
244,244,245,0,3,30.0,0,0,7.225,0,1,0,1,0
245,245,246,0,1,44.0,2,0,90.0,C78,1,0,0,1
246,246,247,0,3,25.0,0,0,7.775,0,0,1,0,0
247,247,248,1,2,24.0,0,2,14.5,0,0,1,0,0
248,248,249,1,1,37.0,1,1,52.5542,D35,1,1,0,0
249,249,250,0,2,54.0,1,0,26.0,0,1,1,0,0
250,250,251,0,3,28.343689655172412,0,0,7.25,0,1,1,0,0
251,251,252,0,3,29.0,1,1,10.4625,G6,0,1,0,0
252,252,253,0,1,62.0,0,0,26.55,C87,1,1,0,0
253,253,254,0,3,30.0,1,0,16.1,0,1,1,0,0
254,254,255,0,3,41.0,0,2,20.2125,0,0,1,0,0
255,255,256,1,3,29.0,0,2,15.2458,0,0,0,1,0
256,256,257,1,1,28.343689655172412,0,0,79.2,0,0,0,1,0
257,257,258,1,1,30.0,0,0,86.5,B77,0,1,0,0
258,258,259,1,1,35.0,0,0,512.3292,0,0,0,1,0
259,259,260,1,2,50.0,0,1,26.0,0,0,1,0,0
260,260,261,0,3,28.343689655172412,0,0,7.75,0,1,0,0,1
261,261,262,1,3,3.0,4,2,31.3875,0,1,1,0,0
262,262,263,0,1,52.0,1,1,79.65,E67,1,1,0,0
263,263,264,0,1,40.0,0,0,0.0,B94,1,1,0,0
264,264,265,0,3,28.343689655172412,0,0,7.75,0,0,0,0,1
265,265,266,0,2,36.0,0,0,10.5,0,1,1,0,0
266,266,267,0,3,16.0,4,1,39.6875,0,1,1,0,0
267,267,268,1,3,25.0,1,0,7.775,0,1,1,0,0
268,268,269,1,1,58.0,0,1,153.4625,C125,0,1,0,0
269,269,270,1,1,35.0,0,0,135.6333,C99,0,1,0,0
270,270,271,0,1,28.343689655172412,0,0,31.0,0,1,1,0,0
271,271,272,1,3,25.0,0,0,0.0,0,1,1,0,0
272,272,273,1,2,41.0,0,1,19.5,0,0,1,0,0
273,273,274,0,1,37.0,0,1,29.7,C118,1,0,1,0
274,274,275,1,3,28.343689655172412,0,0,7.75,0,0,0,0,1
275,275,276,1,1,63.0,1,0,77.9583,D7,0,1,0,0
276,276,277,0,3,45.0,0,0,7.75,0,0,1,0,0
277,277,278,0,2,28.343689655172412,0,0,0.0,0,1,1,0,0
278,278,279,0,3,7.0,4,1,29.125,0,1,0,0,1
279,279,280,1,3,35.0,1,1,20.25,0,0,1,0,0
280,280,281,0,3,65.0,0,0,7.75,0,1,0,0,1
281,281,282,0,3,28.0,0,0,7.8542,0,1,1,0,0
282,282,283,0,3,16.0,0,0,9.5,0,1,1,0,0
283,283,284,1,3,19.0,0,0,8.05,0,1,1,0,0
284,284,285,0,1,28.343689655172412,0,0,26.0,A19,1,1,0,0
285,285,286,0,3,33.0,0,0,8.6625,0,1,0,1,0
286,286,287,1,3,30.0,0,0,9.5,0,1,1,0,0
287,287,288,0,3,22.0,0,0,7.8958,0,1,1,0,0
288,288,289,1,2,42.0,0,0,13.0,0,1,1,0,0
289,289,290,1,3,22.0,0,0,7.75,0,0,0,0,1
290,290,291,1,1,26.0,0,0,78.85,0,0,1,0,0
291,291,292,1,1,19.0,1,0,91.0792,B49,0,0,1,0
292,292,293,0,2,36.0,0,0,12.875,D,1,0,1,0
293,293,294,0,3,24.0,0,0,8.85,0,0,1,0,0
294,294,295,0,3,24.0,0,0,7.8958,0,1,1,0,0
295,295,296,0,1,28.343689655172412,0,0,27.7208,0,1,0,1,0
296,296,297,0,3,23.5,0,0,7.2292,0,1,0,1,0
297,297,298,0,1,2.0,1,2,151.55,C22 C26,0,1,0,0
298,298,299,1,1,28.343689655172412,0,0,30.5,C106,1,1,0,0
299,299,300,1,1,50.0,0,1,247.5208,B58 B60,0,0,1,0
300,300,301,1,3,28.343689655172412,0,0,7.75,0,0,0,0,1
301,301,302,1,3,28.343689655172412,2,0,23.25,0,1,0,0,1
302,302,303,0,3,19.0,0,0,0.0,0,1,1,0,0
303,303,304,1,2,28.343689655172412,0,0,12.35,E101,0,0,0,1
304,304,305,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
305,305,306,1,1,0.92,1,2,151.55,C22 C26,1,1,0,0
306,306,307,1,1,28.343689655172412,0,0,110.8833,0,0,0,1,0
307,307,308,1,1,17.0,1,0,108.9,C65,0,0,1,0
308,308,309,0,2,30.0,1,0,24.0,0,1,0,1,0
309,309,310,1,1,30.0,0,0,56.9292,E36,0,0,1,0
310,310,311,1,1,24.0,0,0,83.1583,C54,0,0,1,0
311,311,312,1,1,18.0,2,2,262.375,B57 B59 B63 B66,0,0,1,0
312,312,313,0,2,26.0,1,1,26.0,0,0,1,0,0
313,313,314,0,3,28.0,0,0,7.8958,0,1,1,0,0
314,314,315,0,2,43.0,1,1,26.25,0,1,1,0,0
315,315,316,1,3,26.0,0,0,7.8542,0,0,1,0,0
316,316,317,1,2,24.0,1,0,26.0,0,0,1,0,0
317,317,318,0,2,54.0,0,0,14.0,0,1,1,0,0
318,318,319,1,1,31.0,0,2,164.8667,C7,0,1,0,0
319,319,320,1,1,40.0,1,1,134.5,E34,0,0,1,0
320,320,321,0,3,22.0,0,0,7.25,0,1,1,0,0
321,321,322,0,3,27.0,0,0,7.8958,0,1,1,0,0
322,322,323,1,2,30.0,0,0,12.35,0,0,0,0,1
323,323,324,1,2,22.0,1,1,29.0,0,0,1,0,0
324,324,325,0,3,28.343689655172412,8,2,69.55,0,1,1,0,0
325,325,326,1,1,36.0,0,0,135.6333,C32,0,0,1,0
326,326,327,0,3,61.0,0,0,6.2375,0,1,1,0,0
327,327,328,1,2,36.0,0,0,13.0,D,0,1,0,0
328,328,329,1,3,31.0,1,1,20.525,0,0,1,0,0
329,329,330,1,1,16.0,0,1,57.9792,B18,0,0,1,0
330,330,331,1,3,28.343689655172412,2,0,23.25,0,0,0,0,1
331,331,332,0,1,45.5,0,0,28.5,C124,1,1,0,0
332,332,333,0,1,38.0,0,1,153.4625,C91,1,1,0,0
333,333,334,0,3,16.0,2,0,18.0,0,1,1,0,0
334,334,335,1,1,28.343689655172412,1,0,133.65,0,0,1,0,0
335,335,336,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
336,336,337,0,1,29.0,1,0,66.6,C2,1,1,0,0
337,337,338,1,1,41.0,0,0,134.5,E40,0,0,1,0
338,338,339,1,3,45.0,0,0,8.05,0,1,1,0,0
339,339,340,0,1,45.0,0,0,35.5,T,1,1,0,0
340,340,341,1,2,2.0,1,1,26.0,F2,1,1,0,0
341,341,342,1,1,24.0,3,2,263.0,C23 C25 C27,0,1,0,0
342,342,343,0,2,28.0,0,0,13.0,0,1,1,0,0
343,343,344,0,2,25.0,0,0,13.0,0,1,1,0,0
344,344,345,0,2,36.0,0,0,13.0,0,1,1,0,0
345,345,346,1,2,24.0,0,0,13.0,F33,0,1,0,0
346,346,347,1,2,40.0,0,0,13.0,0,0,1,0,0
347,347,348,1,3,28.343689655172412,1,0,16.1,0,0,1,0,0
348,348,349,1,3,3.0,1,1,15.9,0,1,1,0,0
349,349,350,0,3,42.0,0,0,8.6625,0,1,1,0,0
350,350,351,0,3,23.0,0,0,9.225,0,1,1,0,0
351,351,352,0,1,28.343689655172412,0,0,35.0,C128,1,1,0,0
352,352,353,0,3,15.0,1,1,7.2292,0,1,0,1,0
353,353,354,0,3,25.0,1,0,17.8,0,1,1,0,0
354,354,355,0,3,28.343689655172412,0,0,7.225,0,1,0,1,0
355,355,356,0,3,28.0,0,0,9.5,0,1,1,0,0
356,356,357,1,1,22.0,0,1,55.0,E33,0,1,0,0
357,357,358,0,2,38.0,0,0,13.0,0,0,1,0,0
358,358,359,1,3,28.343689655172412,0,0,7.8792,0,0,0,0,1
359,359,360,1,3,28.343689655172412,0,0,7.8792,0,0,0,0,1
360,360,361,0,3,40.0,1,4,27.9,0,1,1,0,0
361,361,362,0,2,29.0,1,0,27.7208,0,1,0,1,0
362,362,363,0,3,45.0,0,1,14.4542,0,0,0,1,0
363,363,364,0,3,35.0,0,0,7.05,0,1,1,0,0
364,364,365,0,3,28.343689655172412,1,0,15.5,0,1,0,0,1
365,365,366,0,3,30.0,0,0,7.25,0,1,1,0,0
366,366,367,1,1,60.0,1,0,75.25,D37,0,0,1,0
367,367,368,1,3,28.343689655172412,0,0,7.2292,0,0,0,1,0
368,368,369,1,3,28.343689655172412,0,0,7.75,0,0,0,0,1
369,369,370,1,1,24.0,0,0,69.3,B35,0,0,1,0
370,370,371,1,1,25.0,1,0,55.4417,E50,1,0,1,0
371,371,372,0,3,18.0,1,0,6.4958,0,1,1,0,0
372,372,373,0,3,19.0,0,0,8.05,0,1,1,0,0
373,373,374,0,1,22.0,0,0,135.6333,0,1,0,1,0
374,374,375,0,3,3.0,3,1,21.075,0,0,1,0,0
375,375,376,1,1,28.343689655172412,1,0,82.1708,0,0,0,1,0
376,376,377,1,3,22.0,0,0,7.25,0,0,1,0,0
377,377,378,0,1,27.0,0,2,211.5,C82,1,0,1,0
378,378,379,0,3,20.0,0,0,4.0125,0,1,0,1,0
379,379,380,0,3,19.0,0,0,7.775,0,1,1,0,0
380,380,381,1,1,42.0,0,0,227.525,0,0,0,1,0
381,381,382,1,3,1.0,0,2,15.7417,0,0,0,1,0
382,382,383,0,3,32.0,0,0,7.925,0,1,1,0,0
383,383,384,1,1,35.0,1,0,52.0,0,0,1,0,0
384,384,385,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
385,385,386,0,2,18.0,0,0,73.5,0,1,1,0,0
386,386,387,0,3,1.0,5,2,46.9,0,1,1,0,0
387,387,388,1,2,36.0,0,0,13.0,0,0,1,0,0
388,388,389,0,3,28.343689655172412,0,0,7.7292,0,1,0,0,1
389,389,390,1,2,17.0,0,0,12.0,0,0,0,1,0
390,390,391,1,1,36.0,1,2,120.0,B96 B98,1,1,0,0
391,391,392,1,3,21.0,0,0,7.7958,0,1,1,0,0
392,392,393,0,3,28.0,2,0,7.925,0,1,1,0,0
393,393,394,1,1,23.0,1,0,113.275,D36,0,0,1,0
394,394,395,1,3,24.0,0,2,16.7,G6,0,1,0,0
395,395,396,0,3,22.0,0,0,7.7958,0,1,1,0,0
396,396,397,0,3,31.0,0,0,7.8542,0,0,1,0,0
397,397,398,0,2,46.0,0,0,26.0,0,1,1,0,0
398,398,399,0,2,23.0,0,0,10.5,0,1,1,0,0
399,399,400,1,2,28.0,0,0,12.65,0,0,1,0,0
400,400,401,1,3,39.0,0,0,7.925,0,1,1,0,0
401,401,402,0,3,26.0,0,0,8.05,0,1,1,0,0
402,402,403,0,3,21.0,1,0,9.825,0,0,1,0,0
403,403,404,0,3,28.0,1,0,15.85,0,1,1,0,0
404,404,405,0,3,20.0,0,0,8.6625,0,0,1,0,0
405,405,406,0,2,34.0,1,0,21.0,0,1,1,0,0
406,406,407,0,3,51.0,0,0,7.75,0,1,1,0,0
407,407,408,1,2,3.0,1,1,18.75,0,1,1,0,0
408,408,409,0,3,21.0,0,0,7.775,0,1,1,0,0
409,409,410,0,3,28.343689655172412,3,1,25.4667,0,0,1,0,0
410,410,411,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
411,411,412,0,3,28.343689655172412,0,0,6.8583,0,1,0,0,1
412,412,413,1,1,33.0,1,0,90.0,C78,0,0,0,1
413,413,414,0,2,28.343689655172412,0,0,0.0,0,1,1,0,0
